app_kanban_board_create		/kanban_board/create	App\Controller\Kanban\ProjectKanbanController::createBoard
app_analytics_admin_board		/analytics/admin/board	App\Controller\Analytics\AnalyticsAdminBoardController::index
app_analytics_admin_board_new		/analytics/admin/board/new	App\Controller\Analytics\AnalyticsAdminBoardController::new
app_analytics_admin_board_show		/analytics/admin/board/{id}	App\Controller\Analytics\AnalyticsAdminBoardController::show
app_analytics_admin_board_version_edit		/analytics/admin/board/{boardId}/version/{versionId}/edit	App\Controller\Analytics\AnalyticsAdminBoardController::version_edit
app_analytics_admin_board_clone		/analytics/admin/board/{id}/clone	App\Controller\Analytics\AnalyticsAdminBoardController::clone
app_analytics_admin_board_publish		/analytics/admin/board/version/{versionId}/publish	App\Controller\Analytics\AnalyticsAdminBoardController::publish
app_analytics_admin_board_version_delete		/analytics/admin/board/{id}/version/{versionId}/delete	App\Controller\Analytics\AnalyticsAdminBoardController::deleteVersion
app_analytics_admin_board_delete		/analytics/admin/board/{id}/delete	App\Controller\Analytics\AnalyticsAdminBoardController::delete
app_analytics_admin_metric_index		/analytics/admin/metric	App\Controller\Analytics\AnalyticsAdminMetricController::index
app_analytics_admin_metric_new		/analytics/admin/metric/new	App\Controller\Analytics\AnalyticsAdminMetricController::new
app_analytics_admin_metric_edit		/analytics/admin/metric/{id}/edit	App\Controller\Analytics\AnalyticsAdminMetricController::edit
app_analytics_admin_metric_delete		/analytics/admin/metric/{id}/delete	App\Controller\Analytics\AnalyticsAdminMetricController::delete
app_analytics_admin_organization_board		/analytics/admin/organization/board	App\Controller\Analytics\AnalyticsAdminOrganizationBoardController::index
app_analytics_admin_organization_board_create		/analytics/admin/organization/board/create	App\Controller\Analytics\AnalyticsAdminOrganizationBoardController::create
app_analytics_admin_organization_board_toggle_required		/analytics/admin/organization/board/{id}/toggle-required	App\Controller\Analytics\AnalyticsAdminOrganizationBoardController::toggleRequired
app_analytics_admin_organization_board_delete		/analytics/admin/organization/board/{id}/delete	App\Controller\Analytics\AnalyticsAdminOrganizationBoardController::delete
app_analytics_admin_organization_index		/analytics/admin/organization	App\Controller\Analytics\AnalyticsAdminOrganizationController::index
app_analytics_admin_organization_new		/analytics/admin/organization/new	App\Controller\Analytics\AnalyticsAdminOrganizationController::new
app_analytics_admin_organization_edit		/analytics/admin/organization/{id}/edit	App\Controller\Analytics\AnalyticsAdminOrganizationController::edit
app_analytics_admin_organization_delete		/analytics/admin/organization/{id}/delete	App\Controller\Analytics\AnalyticsAdminOrganizationController::delete
app_analytics_admin_period		/analytics/admin/period	App\Controller\Analytics\AnalyticsAdminPeriodController::index
app_analytics_admin_period_create		/analytics/admin/period/create	App\Controller\Analytics\AnalyticsAdminPeriodController::create
app_analytics_admin_period_generate		/analytics/admin/period/generate	App\Controller\Analytics\AnalyticsAdminPeriodController::generate
app_analytics_admin_period_close		/analytics/admin/period/{id}/close	App\Controller\Analytics\AnalyticsAdminPeriodController::close
app_analytics_admin_period_open		/analytics/admin/period/{id}/open	App\Controller\Analytics\AnalyticsAdminPeriodController::open
app_analytics_approval		/analytics/approval	App\Controller\Analytics\AnalyticsApprovalController::index
app_analytics_approval_approve		/analytics/approval/{id}/approve	App\Controller\Analytics\AnalyticsApprovalController::approve
app_analytics_dashboard		/analytics/dashboard	App\Controller\Analytics\AnalyticsDashboardController::index
app_analytics_dashboard_data		/analytics/dashboard/data	App\Controller\Analytics\AnalyticsDashboardController::data
app_analytics_dashboard_compare_data		/analytics/dashboard/compare-data	App\Controller\Analytics\AnalyticsDashboardController::compareData
app_analytics_report		/analytics/report	App\Controller\Analytics\AnalyticsReportController::index
app_analytics_report_new		/analytics/report/new	App\Controller\Analytics\AnalyticsReportController::new
app_analytics_report_fill_new		/analytics/report/fill-new	App\Controller\Analytics\AnalyticsReportController::fillNew
app_analytics_report_fill		/analytics/report/{id}/fill	App\Controller\Analytics\AnalyticsReportController::fill
app_analytics_report_view		/analytics/report/{id}/view	App\Controller\Analytics\AnalyticsReportController::view
app_analytics_report_submit		/analytics/report/{id}/submit	App\Controller\Analytics\AnalyticsReportController::submit
app_analytics_report_delete		/analytics/report/{id}/delete	App\Controller\Analytics\AnalyticsReportController::delete
app_citizen_appeal		/citizen-appeal	App\Controller\ApiExternal\CitizenAppealController::index
app_citizen_appeal_show		/citizen-appeal/{id}	App\Controller\ApiExternal\CitizenAppealController::show
app_citizen_appeal_update		/citizen-appeal/{id}/update	App\Controller\ApiExternal\CitizenAppealController::update
app_citizen_appeal_file_proxy		/citizen-appeal/file/{id}	App\Controller\ApiExternal\CitizenAppealFileProxyController::proxy
app_hr_vacancies		/hr_vacancies	App\Controller\ApiExternal\HR\VacancyController::index
app_login		/login	App\Controller\Auth\AuthController::login
app_home		/	App\Controller\Auth\AuthController::home
app_logout		/logout	App\Controller\Auth\AuthController::logout
app_chat		/chat	App\Controller\Chat\ChatController::index
app_dash_board		/dashboard	App\Controller\Dashboard\DashBoardController::dashBoard
app_call_grpc		/call_grpc	App\Controller\Dashboard\DashBoardController::callGRPC
app_document_comment_create		/document/{id}/comment/create	App\Controller\Document\DocumentCommentController::create
app_document_comment_edit		/document/comment/{id}/edit	App\Controller\Document\DocumentCommentController::edit
app_document_comment_delete		/document/comment/{id}/delete	App\Controller\Document\DocumentCommentController::delete
app_document_comment_file_download		/document/comment/file/{id}/download	App\Controller\Document\DocumentCommentController::download
app_new_document		/new_document	App\Controller\Document\DocumentController::index
app_create_document		/create_document/{type_id}	App\Controller\Document\DocumentController::createDocument
app_document_org_users		/document/organization-users/{id}	App\Controller\Document\DocumentController::getOrganizationUsers
app_document_users_search		/document/users/search	App\Controller\Document\DocumentController::searchUsersForDocument
app_incoming_documents		/incoming_documents	App\Controller\Document\DocumentController::getIncomingDocuments
app_outgoing_documents		/outgoing_documents	App\Controller\Document\DocumentController::getOutgoingDocuments
app_view_incoming_document		/view_incoming_document/{id}	App\Controller\Document\DocumentController::viewIncomingDocument
app_view_outgoing_document		/view_outgoing_document/{id}	App\Controller\Document\DocumentController::viewOutgoingDocument
app_edit_outgoing_document		/edit_outgoing_document/{id}	App\Controller\Document\DocumentController::editOutgoingDocument
app_publish_outgoing_document		/document/{id}/publish	App\Controller\Document\DocumentController::publishOutgoingDocument
app_edit_recipients_outgoing_document		/edit_recipients_outgoing_document/{id}	App\Controller\Document\DocumentController::editRecipientsDocument
app_document_download_file		/document/{id}/file/{type}	App\Controller\Document\DocumentController::downloadDocumentFile
app_document_status_update		/document/{id}/status/update	App\Controller\Document\DocumentController::updateDocumentStatus
app_history_incoming_document		/incoming_document/{id}/history/{userId}	App\Controller\Document\DocumentController::historyIncomingDocument
app_history_outgoing_document		/outgoing_document/{id}/history/{userId}	App\Controller\Document\DocumentController::historyOutgoingDocument
app_history_outgoing_documents		/history_outgoing_documents	App\Controller\Document\DocumentController::getHistoryOutgoingDocuments
app_document_create_docx_form		/document_create_docx_form	App\Controller\Document\DocumentCreateFromTemplateController::creteDocxForm
app_document_create_from_form_action		/document_create_from_form_action	App\Controller\Document\DocumentCreateFromTemplateController::createFromFormAction
app_edit_docx		/edit_docx	App\Controller\Document\DocumentCreateFromTemplateController::editDocx
app_save_file_from_template_to_document		/save_file_from_template_to_document	App\Controller\Document\DocumentCreateFromTemplateController::saveFileFromTemplateToDocument
app_trigger_forcesave		/trigger_forcesave	App\Controller\Document\DocumentCreateFromTemplateController::triggerForcesave
app_save_docx		/save_docx	App\Controller\Document\DocumentCreateFromTemplateController::saveDocx
document_upload_files_action		/document_upload_files_action/{id}	App\Controller\Document\DocumentFileController::new
document_file_download		/document_file_download/{id}	App\Controller\Document\DocumentFileController::download
document_file_delete		/document_file_delete/{id}	App\Controller\Document\DocumentFileController::delete
app_document_sign		/document/sign	App\Controller\Document\DocumentSignController::index
app_sign_document		/sign_document	App\Controller\Document\DocumentSignController::signDocument
app_convert_docx_to_pdf_documents		/convert_docx_to_pdf_document	App\Controller\Document\DocumentSignController::convertDocxToPdfDocument
app_edit_pdf		/edit_pdf	App\Controller\Document\DocumentSignController::editPdf
app_create_pdf_table_executors		/create_pdf_table_executors	App\Controller\Document\DocumentSignController::createPdfTableExecutors
app_executors_signature		/executors_signature	App\Controller\Document\DocumentSignController::executorsSignature
app_convert_img_to_pdf		/convert_img_to_pdf	App\Controller\Document\DocumentSignController::convertImgToPdf
app_sign_and_save_document		/sign_and_save_document/{id}	App\Controller\Document\DocumentSignController::signAndSaveDocument
app_instruction		/instruction	App\Controller\Info\InfoController::index
app_instruction_video		/instruction/video/{video}	App\Controller\Info\InfoController::viewVideo
app_instruction_video_file		/instruction/video-file/{video}	App\Controller\Info\InfoController::videoFile
app_kanban_personal_projects		/personal_projects	App\Controller\Kanban\ProjectKanbanController::personalProjects
app_kanban_board		/kanban_board/{id}	App\Controller\Kanban\ProjectKanbanController::kanbanBoard
app_kanban_project_board_create		/kanban_project/{id}/board_create	App\Controller\Kanban\ProjectKanbanController::createBoardInProject
app_kanban_project		/kanban_project/{id}	App\Controller\Kanban\ProjectKanbanController::viewProject
app_kanban_edit_project		/kanban_project/{id}/edit	App\Controller\Kanban\ProjectKanbanController::editProject
app_kanban_edit_project_members		/kanban_project/{id}/edit_members	App\Controller\Kanban\ProjectKanbanController::editProjectMembers
app_kanban_remove_project_member		/kanban_project/{id}/remove_member	App\Controller\Kanban\ProjectKanbanController::removeProjectMember
app_kanban_change_project_member_role		/kanban_project/{id}/change_member_role	App\Controller\Kanban\ProjectKanbanController::changeProjectMemberRole
app_kanban_create_project		/kanban_create_project	App\Controller\Kanban\ProjectKanbanController::kanbanCreateProject
app_kanban_project_create		/kanban_project/create	App\Controller\Kanban\ProjectKanbanController::createProject
app_kanban_project_statistics		/kanban_project/{id}/statistics	App\Controller\Kanban\ProjectKanbanController::projectStatistics
app_kanban_project_statistics_data		/kanban_project/{id}/statistics/data	App\Controller\Kanban\ProjectKanbanController::projectStatisticsData
app_kanban_board_rename		/kanban/board/{id}/rename	App\Controller\Kanban\ProjectKanbanController::renameBoard
app_kanban_board_delete		/kanban/board/{id}/delete	App\Controller\Kanban\ProjectKanbanController::deleteBoard
app_notifications		/notifications	App\Controller\Notification\NotificationController::index
view_organization		/view_organization/{id}	App\Controller\Organization\OrganizationController::viewOrganization
organization_download_requisites		/organization/{id}/requisites.txt	App\Controller\Organization\OrganizationController::downloadRequisites
app_all_organizations		/all_organizations	App\Controller\Organization\OrganizationController::allOrganizations
app_organizations_search		/organizations/search	App\Controller\Organization\OrganizationController::searchOrganizations
edit_organization		/edit_organization/{id}	App\Controller\Organization\OrganizationController::editOrganization
create_organization		/create_organization	App\Controller\Organization\OrganizationController::createOrganization
app_delete_organization		/delete_organization/{id}	App\Controller\Organization\OrganizationController::deleteOrganization
app_all_posts		/posts	App\Controller\Post\PostController::allPosts
app_all_posts_load_more		/posts/load-more	App\Controller\Post\PostController::loadMorePosts
app_post_add_comment		/posts/{id}/comment	App\Controller\Post\PostController::addComment
app_post_load_comments		/posts/{id}/comments	App\Controller\Post\PostController::loadComments
app_post_acknowledge		/posts/{id}/acknowledge	App\Controller\Post\PostController::acknowledgePost
app_post_file_download		/posts/file/{id}/download	App\Controller\Post\PostController::downloadFile
app_create_post		/create_post	App\Controller\Post\PostController::createPost
app_roles		/roles	App\Controller\User\RoleController::index
app_roles_reorder		/roles/reorder	App\Controller\User\RoleController::reorder
user_register		/register	App\Controller\User\UserController::register
app_all_users		/users	App\Controller\User\UserController::getAllUsers
app_users_search		/users/search	App\Controller\User\UserController::searchUsers
app_view_user		/user/{id}	App\Controller\User\UserController::viewUser
app_view_user_modal		/user/{id}/view-modal	App\Controller\User\UserController::viewUserModal
app_view_user_modal_document		/user/{id}/view-modal-document	App\Controller\User\UserController::viewUserModalForDocument
app_edit_user		/user_edit/{id}	App\Controller\User\UserController::editUserPage
app_edit_user_photo		/user/{id}/edit-photo	App\Controller\User\UserController::editUserPhoto
app_update_user_photo		/user/{id}/update-photo	App\Controller\User\UserController::updateUserPhoto
app_user_avatar_original		/user/{id}/avatar/original	App\Controller\User\UserController::userAvatarOriginal
app_update_user		/user_update	App\Controller\User\UserController::editUser
app_user_org_users		/user/organization-users/{id}	App\Controller\User\UserController::getOrganizationUsers
app_delete_user		/user_delete/{id}	App\Controller\User\UserController::deleteUser
app_my_files		/my_files	App\Controller\User\UserFileController::myFiles
app_my_files_folder		/my_files/folder/{id}	App\Controller\User\UserFileController::folder
app_my_files_folder_create		/my_files/folder/create	App\Controller\User\UserFileController::createFolder
app_my_files_folder_rename		/my_files/folder/{id}/rename	App\Controller\User\UserFileController::renameFolder
app_my_files_folder_delete		/my_files/folder/{id}/delete	App\Controller\User\UserFileController::deleteFolder
app_my_files_folder_move		/my_files/folder/{id}/move	App\Controller\User\UserFileController::moveFolder
app_my_files_file_rename		/my_files/file/{id}/rename	App\Controller\User\UserFileController::renameFile
app_my_files_file_move		/my_files/file/{id}/move	App\Controller\User\UserFileController::moveFile
app_my_files_upload_single		/my_files/upload-single	App\Controller\User\UserFileController::uploadSingle
app_my_files_search		/my_files/search	App\Controller\User\UserFileController::search
app_my_files_folder_info		/my_files/folder/{id}/info	App\Controller\User\UserFileController::folderInfo
app_my_files_download		/my_files/download/{id}	App\Controller\User\UserFileController::download
app_my_files_delete		/my_files/delete/{id}	App\Controller\User\UserFileController::delete
